V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Q1,Q68,Q22,Q74_1,Q63,Q33,Q34,Q35,Q36,Q37,Q38,Q39,Q40,Q41,Q42,Q43,Q44,Q45,Q46,Q47,Q48,Q49,Q50,Q51,Q52,Q53,Q54,Q55,Q56,Q57,Q58,Q59,Q60,Q61,Q62,Q21,Q24,Q26,Q27,Q28,Q75_1,Q75_2,Q75_6,Q75_7,Q75_12,Q75_13,Q75_15,Q75_17,Q75_22,Q75_24,Q75_30,Q75_34,Q75_35,Q75_36,Q75_37,Q89,Q70_1,Q70_2,Q70_3,Q70_4,Q95_1,Q95_2,Q95_3,Q95_4,Q95_5,Q95_6,Q95_7,Q95_8,Q95_9,Q95_10,Q95_11,Q95_12,Q95_13,Q95_14,Q95_15,Q96_1,Q96_2,Q96_3,Q96_4,Q96_5,Q96_6,Q96_7,Q96_8,Q96_9,Q96_10,Q96_11,Q96_13,Q60_1,Q60_2,Q60_3,Q60_4,Q60_5,Q60_6,Q60_7,Q60_8,Q60_9,Q60_10,Q60_11,Q60_12,Q215_1,Q215_2,Q215_3,Q215_4,Q215_5,Q215_6,Q23_1,Q23_2,Q23_3,Q23_4,Q60_1,Q60_2,Q60_3,Q60_4,Q60_5,Q60_6,Q65,Q67,Q69,Q75,Q71,Q72,Q73,Q74,Q75,LocationLatitude,LocationLongitude,LocationAccuracy,
R_2fQsSSoXLKt45O1,Default Response Set,Anonymous,,,142.58.41.202,0,2018-01-16 12:08:08,2018-01-16 12:19:24,1,348,60178,1,55,1,5,5,3,3,5,4,3,3,3,6,3,2,2,2,7,4,3,4,2,5,4,6,5,7,1,3,5,5,7,5,5,5,5,5,3,6,7,5,3,5,6,7,6,7,5,5,5,6,4,7,1,2,4,5,4,7,7,7,6,6,6,6,5,5,4,5,6,5,6,7,6,5,7,5,3,3,3,5,5,6,4,7,4,3,3,2,4,4,4,5,4,5,5,4,3,6,4,5,4,4,3,2,3,2,7,7,7,5,6,5,1,18,Filipino,Psychology,13,3,5,3,2,49.264007568359,-122.93690490723,-1,
R_1pJsIrn8tUpbae9,Default Response Set,Anonymous,,,142.58.41.202,0,2018-01-16 12:22:41,2018-01-16 12:55:06,1,347,31220,1,40,1,5,6,4,2,5,3,5,2,3,5,3,3,3,2,5,4,4,5,4,4,5,3,4,6,4,5,4,3,3,2,4,5,4,4,2,6,3,5,3,3,4,6,5,6,5,7,4,5,1,5,1,4,4,4,4,7,7,7,3,6,6,6,4,6,4,3,6,3,6,6,5,5,3,6,4,5,3,3,4,3,2,5,3,3,4,3,4,3,4,4,4,4,4,4,6,4,4,5,1,2,3,3,2,2,5,3,5,3,5,4,1,18,filipino-chinese,Kinesiology,1,6,6,8,2,49.264007568359,-122.93690490723,-1,
R_2TuGIg37yCYSJ6O,Default Response Set,Anonymous,,,142.58.41.202,0,2018-01-16 12:57:08,2018-01-16 13:11:59,1,350,34506,1,71,1,6,6,4,5,5,5,4,2,4,7,2,3,1,2,5,4,4,3,4,4,4,3,3,3,2,5,3,3,5,2,6,5,4,4,2,6,6,5,4,3,4,6,6,5,5,7,5,4,6,6,1,3,3,4,4,7,7,6,7,7,7,7,4,5,5,6,6,3,4,5,6,6,6,6,5,6,4,3,4,4,3,6,4,4,3,4,5,5,3,5,4,5,5,5,6,5,3,5,4,4,3,3,3,3,7,5,4,4,6,5,1,19,Korean,Biomedical Physiology,8,5,4,3,2,49.264007568359,-122.93690490723,-1,
R_1kOlBhTVVDvWDuJ,Default Response Set,Anonymous,,,142.58.41.202,0,2018-01-16 13:18:11,2018-01-16 13:47:27,1,350,34506,1,32,1,5,6,5,2,6,2,2,6,2,6,2,5,2,2,6,2,2,5,2,2,6,2,2,2,2,2,6,5,5,2,6,6,6,2,2,5,3,5,2,5,3,5,2,2,5,5,5,5,5,5,1,2,4,5,5,7,6,5,3,6,5,6,5,5,7,5,6,2,6,5,6,5,3,6,5,6,3,2,3,6,2,5,4,4,4,4,4,4,4,2,2,4,2,4,3,6,1,1,1,1,4,4,3,3,6,5,6,6,3,2,2,22,Caucasian,Criminology,13,2,2,2,4,49.264007568359,-122.93690490723,-1,
R_3nk3C3ivuxTinoW,Default Response Set,Anonymous,,,142.58.41.202,0,2018-01-16 13:48:41,2018-01-16 14:25:06,1,351,47994,1,30,1,5,5,4,5,4,3,3,4,2,5,4,4,3,4,2,4,4,4,4,3,4,3,3,3,4,4,5,4,5,2,6,5,5,3,2,5,4,3,5,2,4,4,4,6,5,4,5,2,3,3,1,3,3,4,4,6,6,5,4,5,4,5,4,5,5,5,7,3,5,4,5,5,4,5,5,4,5,4,3,4,3,6,4,3,4,4,4,4,3,4,4,4,4,4,3,6,4,6,1,4,4,4,3,3,5,5,4,4,5,4,2,18,Chinese,Criminology,,8,8,8,,49.264007568359,-122.93690490723,-1,
R_SOGv6YXoAIUvzEt,Default Response Set,Anonymous,,,142.58.41.202,0,2018-01-16 14:25:47,2018-01-16 14:56:04,1,352,61450,1,35,1,5,5,4,1,5,4,3,3,2,7,4,5,3,1,5,4,4,5,2,5,4,5,4,5,5,2,5,7,5,3,5,6,7,2,2,5,5,4,3,3,4,4,5,5,5,5,6,6,5,5,1,2,3,4,5,5,5,6,3,6,6,7,6,6,5,4,7,4,3,5,6,5,5,5,3,5,5,4,5,3,3,5,5,4,3,4,5,4,3,4,5,4,4,5,5,7,6,3,2,5,4,3,2,3,5,4,3,3,5,5,2,19,Asian,Health Sciences,6,2,2,4,1,49.264007568359,-122.93690490723,-1,
R_55yyjrkyt6eYdfb,Default Response Set,Anonymous,,,142.58.41.202,0,2018-01-16 14:56:51,2018-01-16 15:29:26,1,353,45931,1,40,1,6,5,5,2,7,2,3,3,1,5,3,3,2,3,6,2,5,5,2,2,4,2,3,4,4,1,6,4,3,2,5,5,6,2,1,3,5,3,4,4,5,4,4,4,5,5,5,5,4,6,1,3,4,4,4,7,7,5,4,5,4,3,4,4,2,6,4,1,1,5,6,5,5,5,4,6,2,1,3,3,3,5,3,4,4,3,4,4,5,4,4,5,5,4,4,6,3,5,2,3,4,4,4,4,5,4,3,3,5,3,1,19,Chinese,Health Science,1,3,3,8,3,49.264007568359,-122.93690490723,-1,
R_4SeYf4SJsToQmLD,Default Response Set,Anonymous,,,142.58.41.232,0,2018-01-16 15:25:40,2018-01-16 15:42:37,1,354,14263,1,75,1,6,4,2,2,6,3,3,3,1,5,3,2,2,2,6,4,5,5,4,2,6,2,5,2,2,5,5,2,2,2,6,6,6,3,2,3,2,2,2,2,5,2,1,3,6,1,6,5,6,3,1,2,2,5,5,7,7,3,3,6,3,6,2,4,5,3,6,2,6,4,7,3,7,7,7,7,7,2,2,3,1,6,4,3,4,4,3,4,5,4,4,5,4,5,5,6,3,3,3,4,4,3,4,3,5,3,3,2,5,2,2,18,Indo-Canadian,Business,9,4,2,2,1,49.264007568359,-122.93690490723,-1,
R_2azO0Ak0vhUKXqd,Default Response Set,Anonymous,,,142.58.41.232,0,2018-01-16 15:52:17,2018-01-16 16:02:49,1,356,58481,1,70,1,6,6,2,5,1,3,2,5,1,6,4,3,2,3,6,3,4,5,2,5,5,2,2,1,2,1,5,3,5,1,5,6,5,3,2,3,2,1,2,1,2,2,1,4,3,2,5,5,5,5,1,2,4,4,2,7,3,6,5,6,7,6,2,7,3,3,6,2,5,6,5,5,5,5,6,5,2,2,4,5,1,5,3,4,4,4,5,4,4,3,3,3,3,3,5,7,4,7,5,4,4,4,4,4,5,5,1,2,3,3,2,19,South Asian,Biology,15,3,2,4,1,49.264007568359,-122.93690490723,-1,
R_3JlvZsL3OLqU6wt,Default Response Set,Anonymous,,,142.58.41.202,0,2018-01-16 15:30:05,2018-01-16 16:11:50,1,355,54248,1,82,1,7,7,5,1,5,1,1,5,2,5,2,5,3,2,6,2,5,5,2,3,5,3,2,2,2,1,6,3,2,2,6,6,5,2,1,5,5,2,3,3,1,3,6,5,6,6,5,3,2,5,1,3,4,4,5,5,6,5,7,7,7,7,6,6,6,2,7,2,7,5,7,7,5,6,7,5,1,3,5,5,3,7,5,5,5,5,5,5,5,3,3,3,4,4,7,7,7,7,7,7,4,2,4,2,5,5,1,2,5,3,2,25,caucasian,criminology,9,3,2,3,3,49.264007568359,-122.93690490723,-1,
R_31bAUYNnx4ODuUU,Default Response Set,Anonymous,,,142.58.41.202,0,2018-01-16 16:12:18,2018-01-16 16:50:05,1,357,66368,1,60,1,5,5,3,2,6,2,3,3,2,5,4,3,1,3,5,2,3,5,1,5,5,2,3,5,1,1,5,3,5,3,7,5,6,2,1,5,6,5,5,3,3,5,5,6,5,5,5,4,5,5,1,3,3,4,3,7,6,5,6,6,6,6,6,5,6,6,7,1,2,5,5,6,5,5,5,3,3,3,5,5,2,5,5,4,5,3,4,5,3,3,2,2,2,3,5,6,3,2,2,4,4,4,3,3,5,3,3,2,2,2,1,22,Chinese,Biology,5,3,3,3,1,49.264007568359,-122.93690490723,-1,
R_2ZK61IxmHt0lxST,Default Response Set,Anonymous,,,142.58.41.232,0,2018-01-16 16:03:53,2018-01-16 16:53:21,1,358,72267,1,70,1,6,6,1,7,2,2,3,2,1,3,2,1,2,4,5,4,5,3,2,2,5,1,2,1,3,5,3,2,4,2,6,7,7,2,1,6,3,2,5,1,6,2,2,5,3,7,3,6,3,5,1,4,3,4,5,7,6,6,6,6,7,5,5,5,5,5,6,4,5,5,5,3,5,3,6,3,5,1,6,5,1,1,3,3,5,3,5,4,5,4,4,5,5,5,7,3,6,4,1,4,4,3,4,3,4,5,2,2,5,4,2,18,Asian,Psychology ,5,8,8,8,1,49.264007568359,-122.93690490723,-1,
R_2aDhn6gDgqNex78,Default Response Set,Anonymous,,,142.58.41.202,0,2018-01-16 16:51:57,2018-01-16 17:20:45,1,359,77066,1,61,1,1,5,2,6,3,5,3,3,5,6,2,1,2,3,2,5,6,3,3,3,5,3,5,3,3,5,3,3,5,3,6,6,6,4,1,4,5,3,3,4,3,5,6,3,5,7,4,5,4,3,1,2,4,3,4,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,5,4,6,2,3,4,2,4,4,1,1,4,4,5,4,5,5,5,5,5,5,5,5,5,3,4,3,3,3,3,3,3,4,6,6,6,6,6,6,2,19,Chinese,Criminology,6,4,4,4,1,49.264007568359,-122.93690490723,-1,
R_1NyJYBfIuSILf8J,Default Response Set,Anonymous,,,142.58.41.232,0,2018-01-16 16:55:15,2018-01-16 17:49:04,1,360,38928,1,50,1,6,5,5,3,5,5,4,4,4,5,4,3,3,4,5,5,3,4,4,2,5,3,2,5,2,5,5,5,5,4,4,4,5,4,3,3,7,5,2,2,2,5,2,2,2,4,6,2,2,2,1,2,4,4,4,7,7,5,4,4,3,7,2,6,2,7,4,2,3,5,5,5,6,2,2,5,2,2,6,6,2,5,3,2,3,3,5,4,4,4,5,5,5,5,4,5,4,6,4,4,3,3,3,3,5,6,5,3,5,5,4,18,Chinese Canadian,Business,8,4,4,4,2,49.264007568359,-122.93690490723,-1,
R_3ndXjbC9zLAePHQ,Default Response Set,Anonymous,,,142.58.41.202,0,2018-01-16 17:21:38,2018-01-16 17:55:12,1,361,03357,1,20,1,6,6,3,1,7,1,2,6,1,7,2,6,2,2,7,2,5,6,1,5,4,1,1,2,1,1,3,1,5,2,6,7,7,6,1,7,3,4,4,2,4,5,2,5,4,3,2,3,3,2,1,1,5,5,5,6,5,4,7,6,7,7,4,4,6,5,5,2,7,5,2,5,2,5,4,5,3,3,2,3,2,3,4,4,5,4,5,5,5,3,3,4,4,4,4,4,4,4,4,4,3,3,3,3,2,2,1,1,1,2,2,18,Somali,Psychology,14,8,2,8,3,49.264007568359,-122.93690490723,-1,
R_sG3wCPSqiucEY4V,Default Response Set,Anonymous,,,142.58.41.202,0,2018-01-17 10:29:15,2018-01-17 11:25:36,1,362,78948,1,90,1,6,6,3,2,4,2,4,2,2,5,2,3,2,4,3,4,5,4,4,3,5,4,4,4,3,2,4,4,5,2,4,3,4,4,4,5,5,3,5,3,4,3,3,5,6,4,3,3,2,5,1,2,3,4,4,7,5,6,4,5,6,5,4,5,4,4,4,2,2,6,5,5,6,4,4,5,4,2,3,3,3,5,3,4,3,3,4,4,3,4,4,4,4,4,5,6,5,4,4,4,4,3,3,2,5,5,3,4,5,3,1,24,Chinese Canadian,Kinesiology,10,3,8,8,1,49.264007568359,-122.93690490723,-1,
R_23TZXY7AOmhvoYZ,Default Response Set,Anonymous,,,142.58.41.202,0,2018-01-17 11:27:15,2018-01-17 11:42:53,1,363,45038,1,75,1,7,7,5,3,4,5,3,5,2,6,3,4,2,1,7,2,2,5,1,5,5,4,2,4,4,1,5,5,5,1,5,6,6,4,2,5,7,2,4,1,4,5,4,6,6,4,3,6,4,5,1,3,4,4,3,6,7,6,5,4,5,4,5,4,4,5,3,1,5,5,4,4,6,5,2,5,2,4,5,7,3,5,4,4,3,5,4,3,4,2,5,4,5,3,1,7,4,4,1,4,4,3,2,2,6,6,5,3,6,1,2,19,Filipino,Kinesiology,5,8,8,8,2,49.264007568359,-122.93690490723,-1,
R_2TXYnj23QiKEyYl,Default Response Set,Anonymous,,,142.58.41.202,0,2018-01-17 11:43:49,2018-01-17 12:14:59,1,364,26554,1,93,1,6,5,2,1,3,3,5,3,2,6,2,2,2,2,3,5,6,2,2,3,5,2,2,2,1,2,5,2,3,1,5,6,5,3,2,5,6,3,2,2,5,5,3,5,5,3,5,5,3,5,1,2,2,5,4,6,6,5,5,6,5,6,3,6,3,5,5,4,6,4,5,3,5,3,2,2,5,2,5,5,2,5,3,4,3,3,4,4,1,4,4,4,4,4,5,6,5,6,3,4,4,3,3,3,5,5,3,3,5,5,2,18,Caucasian ,Psychology,13,3,2,2,1,49.264007568359,-122.93690490723,-1,
R_2EzAvSrJfBN5v0q,Default Response Set,Anonymous,,,142.58.41.202,0,2018-01-17 12:15:57,2018-01-17 12:45:13,1,365,85794,1,57,1,6,7,6,2,5,4,3,5,4,3,5,3,5,5,6,6,2,4,3,3,4,5,5,6,4,5,6,7,5,3,6,6,6,3,2,6,7,4,3,5,5,7,6,5,5,6,6,5,5,7,1,4,4,3,4,7,7,6,4,5,4,5,4,4,3,6,5,6,4,5,6,6,5,5,6,6,4,2,4,7,4,6,2,3,3,3,5,3,4,3,5,5,4,5,4,6,5,5,2,4,4,3,4,4,6,5,7,3,5,4,2,21,Filipino ,Education (Early Learning/Linguistics double minor),9,8,8,8,4,49.264007568359,-122.93690490723,-1,
R_3GCFrxgIeGjcatG,Default Response Set,Anonymous,,,142.58.41.202,0,2018-01-17 12:47:20,2018-01-17 13:08:52,1,366,57590,1,80,1,7,6,3,2,5,4,3,2,1,6,2,5,3,2,5,5,4,2,2,2,4,2,2,3,4,3,2,3,5,2,5,6,6,3,2,3,3,3,3,3,3,2,3,3,4,3,6,6,5,2,1,2,3,4,5,7,7,7,6,5,7,6,5,6,6,5,6,4,6,5,6,5,5,6,5,5,6,3,3,5,2,6,4,4,4,4,5,4,5,5,4,5,5,5,1,4,7,7,1,7,4,4,3,3,6,6,3,3,5,5,2,18,Caucasian,Criminology,8,3,2,2,1,49.264007568359,-122.93690490723,-1,
R_sXoWGNQCX19CwVj,Default Response Set,Anonymous,,,142.58.41.202,0,2018-01-17 13:10:19,2018-01-17 13:52:43,1,367,74771,1,100,1,6,6,4,2,5,2,2,5,2,6,5,5,3,3,6,2,6,6,2,3,6,2,2,2,3,2,3,2,6,2,6,6,6,3,2,2,6,3,2,2,6,2,2,6,2,2,6,6,2,6,1,3,4,4,4,6,6,6,5,7,6,6,6,6,7,6,6,1,6,6,2,2,3,3,6,3,6,3,2,3,2,3,5,4,5,4,4,5,4,5,4,5,4,5,1,7,1,7,1,1,4,3,4,4,6,6,2,2,5,5,2,19,CHINESE,crim,11,2,2,2,1,49.264007568359,-122.93690490723,-1,
R_1QbHZyZsgwtY2ho,Default Response Set,Anonymous,,,142.58.41.202,0,2018-01-17 13:56:27,2018-01-17 14:54:33,1,368,14210,1,15,1,5,5,5,3,5,3,4,4,6,6,2,4,4,3,6,5,7,3,4,4,5,2,6,5,4,6,5,5,3,7,7,7,5,3,5,6,7,2,7,5,4,7,7,7,6,6,5,6,5,7,1,3,5,2,4,7,7,5,7,6,1,7,5,3,5,5,4,2,4,4,5,7,7,6,6,7,3,5,4,6,4,5,3,5,5,5,5,5,3,5,4,5,5,5,6,7,5,2,6,4,4,3,2,2,5,6,6,3,5,6,1,23,Asian,"Criminology, but undeclared ",2,8,3,3,1,49.264007568359,-122.93690490723,-1,
R_2uwFY0rwYJXlR4b,Default Response Set,Anonymous,,,142.58.41.202,0,2018-01-17 14:55:25,2018-01-17 15:09:51,1,369,61875,1,55,1,5,3,2,3,5,3,3,5,1,5,4,2,2,3,5,2,3,5,1,6,5,3,2,5,2,2,6,5,3,1,6,5,6,6,1,5,6,4,2,3,2,5,5,5,6,3,5,6,2,3,1,2,4,5,5,7,6,5,5,6,3,7,7,6,5,5,6,3,2,3,6,6,5,6,5,6,2,2,5,3,1,5,2,5,4,2,5,4,4,4,4,4,4,5,5,7,3,7,4,2,4,4,4,3,3,5,6,2,5,2,2,18,Chinese,Business,8,2,1,3,1,49.264007568359,-122.93690490723,-1,
R_2uQ99hO08lNeInT,Default Response Set,Anonymous,,,142.58.41.202,0,2018-01-17 15:16:35,2018-01-17 15:48:32,1,370,80873,1,50,1,6,6,5,3,4,2,3,5,1,6,4,4,2,2,2,4,5,4,3,2,5,2,2,3,2,3,5,4,5,1,6,6,6,2,2,3,5,4,2,2,5,2,3,5,5,3,5,5,5,5,1,2,4,2,3,2,3,3,3,2,4,2,2,3,3,3,4,1,1,4,6,6,5,5,2,5,2,2,4,4,3,6,3,4,4,4,5,4,5,3,3,3,3,4,4,4,4,4,4,4,4,3,4,3,5,5,2,2,2,2,2,19,Irish (European),Behavioural Neuroscience,,2,2,8,1,49.264007568359,-122.93690490723,-1,
R_3oBXCjd9o32c9cG,Default Response Set,Anonymous,,,142.58.41.202,0,2018-01-17 15:50:06,2018-01-17 16:44:28,1,371,93252,1,76,1,6,7,5,5,7,2,2,3,3,5,2,3,2,1,7,2,3,5,2,5,3,3,2,5,3,1,5,5,3,2,6,7,6,3,2,6,2,6,2,6,2,3,2,6,5,3,6,5,5,5,1,3,5,3,4,7,6,3,5,5,4,5,3,2,6,7,5,1,3,3,6,6,6,5,5,3,2,2,2,5,3,5,2,5,4,3,2,3,4,1,1,1,1,5,6,7,6,7,6,3,4,3,3,2,6,6,3,7,6,5,2,18,Causasian,Criminology,6,3,3,5,3,49.264007568359,-122.93690490723,-1,
R_268roq7QMq7jCqC,Default Response Set,Anonymous,,,142.58.41.232,0,2018-01-17 16:30:16,2018-01-17 16:44:37,1,372,20659,1,75,1,4,5,5,2,5,1,3,3,2,6,3,4,2,2,5,2,3,3,1,4,4,5,4,5,2,3,5,6,5,3,7,6,6,2,1,7,6,5,6,4,3,7,5,6,6,6,5,5,4,5,1,3,4,4,5,7,7,6,7,7,7,7,7,7,7,7,5,5,7,5,7,7,6,6,4,5,5,1,5,5,5,7,3,3,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,3,4,2,2,5,5,3,3,4,3,2,18,Asian,Criminology,,4,4,4,4,49.264007568359,-122.93690490723,-1,
R_3nMnO5SCDoDAMre,Default Response Set,Anonymous,,,142.58.41.232,0,2018-01-18 12:18:49,2018-01-18 12:40:36,1,373,51898,1,100,1,5,5,4,2,5,1,3,4,4,6,2,5,2,1,6,4,5,4,1,4,5,2,2,1,1,1,4,1,3,1,7,7,7,2,1,5,1,3,4,3,4,1,1,6,4,2,5,5,5,5,1,3,4,4,5,6,6,4,6,5,5,7,6,4,7,5,6,2,6,6,7,7,7,7,7,7,7,4,5,7,4,7,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,3,3,5,4,4,4,4,4,1,1,1,1,4,2,19,caucasian ,Health Science,15,2,1,1,1,49.264007568359,-122.93690490723,-1,
R_2ckjBmEokHuzfVn,Default Response Set,Anonymous,,,142.58.41.232,0,2018-01-18 12:41:41,2018-01-18 13:04:53,1,374,50914,1,72,1,5,5,4,3,4,3,4,5,3,4,4,2,3,3,5,2,4,4,2,3,6,5,5,5,4,2,5,4,5,4,5,5,5,3,3,5,4,4,5,2,4,5,4,5,6,6,6,5,6,5,1,3,3,3,3,6,6,3,3,4,6,6,6,5,6,5,6,3,4,6,5,5,5,5,5,5,5,4,4,4,5,5,4,3,4,4,4,4,4,4,4,4,4,5,3,3,5,3,3,5,4,3,3,3,5,5,5,4,4,5,2,19,Caucasian / South Asian ,Criminology,10,4,2,2,3,49.264007568359,-122.93690490723,-1,
R_3gOAb502wXbKQUg,Default Response Set,Anonymous,,,142.58.41.232,0,2018-01-18 13:06:00,2018-01-18 14:07:43,1,375,41956,1,75,1,4,3,5,1,6,5,5,4,4,4,4,4,4,1,2,3,1,2,1,1,4,1,1,5,2,1,1,3,5,2,6,7,7,2,1,5,5,5,5,3,2,6,4,1,7,5,6,5,1,5,1,1,2,4,4,7,7,7,7,6,6,7,4,5,7,7,5,3,4,5,6,7,6,7,7,7,2,3,4,3,4,7,3,5,5,5,5,5,1,5,5,5,5,5,1,7,7,7,4,4,4,4,4,4,7,7,7,1,7,3,2,19,african canadian ,criminology ,7,4,5,6,1,49.264007568359,-122.93690490723,-1,
R_AbvLNxCuijtVwYN,Default Response Set,Anonymous,,,142.58.41.208,0,2018-01-18 13:56:31,2018-01-18 14:07:54,1,376,48060,1,95,1,7,7,4,2,6,5,4,3,1,7,2,4,2,2,5,5,2,5,6,5,5,5,2,5,1,5,4,5,4,2,6,5,5,2,1,7,7,5,2,5,3,4,2,4,6,7,4,5,2,5,1,4,5,3,5,7,7,7,3,6,6,4,3,3,4,6,3,4,2,1,5,7,6,5,4,5,2,4,4,5,2,6,4,3,5,5,5,4,5,5,5,5,5,4,7,6,3,4,1,3,3,4,3,4,7,5,6,2,5,5,1,23,Punjabi,Kinesiology,3,4,4,3,3,49.264007568359,-122.93690490723,-1,
R_2QzaUSlw3EbROAg,Default Response Set,Anonymous,,,142.58.41.232,0,2018-01-19 13:37:47,2018-01-19 14:26:29,1,377,64635,1,80,1,4,5,3,3,5,6,4,2,2,6,2,4,3,2,5,4,6,2,2,2,4,2,2,4,4,3,4,5,3,1,6,6,6,4,1,2,3,3,4,2,4,2,3,4,5,4,4,4,4,7,1,3,3,4,4,7,7,5,3,5,6,4,4,3,4,7,4,1,2,4,4,6,5,5,5,5,4,2,4,2,4,4,2,3,4,2,5,4,3,3,3,5,4,5,6,6,4,4,1,2,4,4,4,3,6,5,5,3,3,4,2,18,Canadian,Psychology,4,8,8,8,1,49.264007568359,-122.93690490723,-1,
R_1jHVPIpg1UBjn04,Default Response Set,Anonymous,,,142.58.41.232,0,2018-01-19 14:27:15,2018-01-19 15:05:01,1,378,55409,1,50,1,5,4,2,2,5,2,3,2,1,6,2,4,2,1,5,2,4,2,2,2,4,2,1,1,1,2,4,2,4,1,5,7,7,2,1,4,4,4,2,2,4,1,2,4,4,2,5,4,4,2,1,2,3,4,3,5,4,4,4,5,5,5,5,4,5,3,5,3,5,4,5,3,3,4,4,4,2,2,3,2,1,5,3,3,4,3,4,4,4,3,3,3,3,3,4,6,4,6,3,4,4,4,3,3,5,2,2,1,2,3,2,18,Caucasion/Canadian,Criminology,4,9,2,8,4,49.264007568359,-122.93690490723,-1,
R_2Sx05jSy2BuagC0,Default Response Set,Anonymous,,,142.58.41.232,0,2018-01-23 11:58:55,2018-01-23 12:13:56,1,379,27452,1,71,1,5,4,6,3,4,3,4,4,3,3,4,3,4,5,5,5,3,4,5,4,5,6,4,6,4,5,3,5,5,4,6,4,5,5,3,6,6,3,5,2,5,4,3,4,4,3,5,5,5,6,1,3,3,4,4,7,6,6,6,6,6,5,4,6,4,6,5,2,4,4,6,6,6,6,4,5,4,2,4,4,2,4,3,3,4,4,4,4,4,3,4,4,3,4,5,4,5,4,5,4,3,3,3,3,5,5,4,4,6,6,2,18,Korean,Economics,12,6,4,4,2,49.264007568359,-122.93690490723,-1,
R_1OvjmNqN01kTvEa,Default Response Set,Anonymous,,,142.58.41.232,0,2018-01-23 12:14:41,2018-01-23 12:47:53,1,380,71102,1,50,1,6,7,1,3,4,2,1,2,1,6,2,2,1,1,6,2,5,2,1,2,4,2,1,2,2,3,3,2,2,2,5,4,4,4,3,3,5,2,4,2,4,2,2,2,3,3,4,6,4,5,1,2,3,3,4,6,5,5,6,5,4,3,3,3,5,5,2,2,3,5,6,5,4,5,5,3,4,2,3,5,3,5,1,2,3,1,3,2,2,4,4,4,5,4,1,4,4,3,2,6,3,3,2,2,4,5,3,2,5,4,1,18,Chinese,Criminology,8,3,5,6,2,49.264007568359,-122.93690490723,-1,
R_2TzpiSN55acKXs5,Default Response Set,Anonymous,,,142.58.41.232,0,2018-01-23 12:49:55,2018-01-23 13:14:46,1,381,45865,1,42,1,6,6,3,5,4,5,5,5,3,5,3,2,2,2,6,3,2,4,4,5,5,2,4,5,2,2,6,4,5,2,6,5,6,2,1,6,7,4,2,4,2,2,3,6,6,5,4,4,5,6,1,3,3,4,4,7,6,6,4,5,3,5,5,4,5,3,6,3,5,6,6,5,4,5,4,4,4,2,2,2,1,6,3,2,4,4,4,4,4,4,4,5,4,5,5,6,4,2,7,5,3,3,3,3,6,6,6,5,5,5,1,22,Chinese,Kinesiology,12,5,5,3,2,49.264007568359,-122.93690490723,-1,
R_1eJmG7KWL6evGpB,Default Response Set,Anonymous,,,142.58.41.232,0,2018-01-23 13:15:29,2018-01-23 13:34:42,1,382,57822,1,70,1,6,5,7,2,2,1,5,6,5,5,2,2,2,1,7,2,1,6,2,7,6,7,2,7,2,2,6,7,7,2,6,7,6,3,2,7,7,6,6,7,2,7,7,6,3,7,5,6,5,7,1,2,5,4,4,7,7,4,3,6,5,4,5,4,4,7,5,3,2,5,6,7,6,2,2,6,2,5,7,7,6,7,3,3,4,5,4,4,3,5,5,5,5,5,2,2,6,7,4,5,3,3,4,3,6,7,2,6,5,6,1,19,Indian,Statistics,9,3,3,3,1,49.264007568359,-122.93690490723,-1,
R_2OHlKhv0UfDjckd,Default Response Set,Anonymous,,,142.58.41.232,0,2018-01-23 13:35:48,2018-01-23 14:44:32,1,383,54925,1,51,1,7,6,2,1,7,1,4,6,1,4,1,4,4,2,5,1,4,5,1,5,7,3,1,6,3,2,3,5,6,2,6,7,6,2,1,6,6,3,1,2,2,6,4,7,7,6,6,7,4,4,1,4,5,5,3,7,7,7,4,7,7,6,7,5,5,6,7,1,3,5,7,7,6,6,5,6,5,3,4,6,2,7,4,3,4,3,5,5,5,5,5,5,5,5,7,7,7,3,5,2,4,4,4,3,7,7,2,1,3,3,2,18,white,criminology,15,8,8,8,4,49.264007568359,-122.93690490723,-1,
R_2YWbNiYvOXzmeHP,Default Response Set,Anonymous,,,142.58.41.232,0,2018-01-23 14:45:49,2018-01-23 15:47:15,1,384,13795,1,60,1,6,5,3,3,5,3,4,3,3,4,5,4,3,3,5,4,4,2,3,5,4,4,4,3,2,3,4,4,6,2,5,4,5,3,2,4,5,4,5,3,4,5,4,4,6,5,5,6,6,5,1,5,5,4,4,6,7,7,6,6,6,5,4,5,4,6,6,3,5,7,5,6,4,5,4,5,4,5,4,5,4,6,5,5,4,5,5,4,4,4,5,5,5,4,4,6,5,2,4,3,3,3,3,3,6,4,5,3,4,5,2,20,asia ,econ,1,3,3,4,1,49.264007568359,-122.93690490723,-1,
