V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,placeholder1,placeholder1,pcode,Q22,happy,Q63,att1,att2,att3,att4,att5,att6,att7,att8,att9,att10,att11,att12,att13,att14,att15,att16,att17,att18,att19,att20,att21,att22,att23,att24,att25,att26,att27,att28,att29,att30,tol1,tol2,tol3,tol4,tol5,obese1,obese2,obese3,obese4,obese5,obese6,obese7,obese8,obese9,obese10,obese11,obese12,obese13,obese14,obese15,Q89,wealthatt1,wealthatt2,wealthatt3,wealthatt4,finsit1,finsit2,finsit3,finsit4,finsit5,finsit6,finsit7,finsit8,finsit9,finsit10,finsit11,finsit12,finsit13,finsit14,finsit15,crime1,crime2,crime3,crime4,crime5,crime6,crime7,crime8,crime9,crime10,crime11,crime12,causeineq1,causeineq2,causeineq3,causeineq4,causeineq5,causeineq6,causeineq7,causeineq8,causeineq9,causeineq10,causeineq11,causeineq12,causal1,causal2,causal3,causal4,causal5,causal6,redist1,redist2,redist3,redist4,merit1,merit2,merit3,merit4,merit5,merit6,gender,age,ethnicity,major,income,ideology,soc.iss,econ.iss,partyid,time
R_1lv5BUtB2f7jjmi,Default Response Set,Anonymous,,,207.23.187.51,0,2018-01-18 14:22,2018-01-18 14:30,1,,,57590,1,81,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,3,2,2,3,2,2,3,3,2,2,3,5,2,6,6,6,2,1,2,3,4,4,6,6,6,6,6,6,5,5,5,6,6,3,3,6,6,6,6,6,6,6,6,6,2,2,3,2,6,2,3,4,2,4,4,3,5,4,5,5,5,1,6,6,6,1,3,4,4,3,3,6,6,3,4,5,5,2,18,caucasian ,criminology,8,3,3,3,1,2
R_3lSUubRVFHGvQp6,Default Response Set,Anonymous,,,64.180.38.29,0,2018-01-18 14:39,2018-01-18 14:50,1,,,20659,1,50,1,5,5,5,3,5,2,2,4,3,5,3,5,1,3,3,1,3,3,1,3,4,5,5,5,3,1,4,5,5,5,6,6,6,2,1,6,6,6,6,6,3,7,6,6,5,7,5,4,5,5,1,3,4,4,4,7,7,7,7,7,7,7,6,7,5,6,6,4,4,6,6,5,5,5,5,5,5,2,3,6,5,6,3,5,4,4,4,4,5,4,5,3,3,3,4,4,4,4,4,4,4,4,2,1,6,5,3,3,3,3,2,18,Asian,Criminology,,4,4,4,4,2
R_ufFXCyjoJJknSi5,Default Response Set,Anonymous,,,24.86.176.139,0,2018-01-18 15:16,2018-01-18 15:29,1,,,85794,1,37,1,6,4,6,2,5,4,3,5,4,3,5,3,2,4,6,4,3,5,3,5,3,5,4,6,3,3,6,6,5,3,5,6,6,3,2,5,6,3,2,3,5,6,6,5,5,6,5,5,5,5,1,4,4,3,4,5,5,6,4,5,5,5,4,4,5,5,6,5,3,5,5,6,5,5,5,6,4,3,3,6,3,6,3,4,4,4,4,3,4,3,3,4,4,3,5,7,4,5,2,4,4,3,3,3,6,5,5,3,6,4,2,21,Filipino,Education (Early Learning/Linguistics double minor),,8,8,8,4,2
R_1hT3PvzTHD8raCt,Default Response Set,Anonymous,,,142.58.176.165,0,2018-01-18 16:25,2018-01-18 16:30,1,,,74771,1,89,1,2,2,3,2,5,2,2,3,2,6,2,2,2,2,6,2,5,5,2,2,6,2,2,3,2,2,6,2,5,2,5,6,6,6,2,6,6,2,2,2,6,2,2,6,5,2,5,6,2,2,1,4,4,4,4,7,7,6,6,7,6,6,7,7,6,6,7,7,7,7,5,2,2,5,5,5,2,2,2,2,1,5,5,4,4,4,5,4,4,4,4,4,4,4,1,5,1,7,7,3,4,4,4,4,6,6,2,2,2,2,2,19,chinese,criminology,10,1,1,1,1,2
R_31z7iIKmiQ4nHkX,Default Response Set,Anonymous,,,50.92.15.220,0,2018-01-18 19:35,2018-01-18 19:48,1,,,14210,1,70,1,5,4,4,3,5,3,2,5,6,5,3,3,4,4,5,5,6,3,3,4,5,2,4,5,4,4,4,5,3,7,7,5,4,3,5,6,7,1,7,2,4,7,7,7,5,6,4,5,4,7,1,3,5,4,5,7,7,5,7,6,6,7,4,2,6,4,7,1,6,5,6,6,6,7,6,6,4,4,6,6,2,5,5,3,5,5,4,5,4,4,4,5,5,4,4,6,7,4,6,4,3,3,2,2,6,5,5,2,4,4,1,22,Asian,Criminology ,2,8,3,3,1,2
R_1ByVWTbtYYUkJAl,Default Response Set,Anonymous,,,24.84.134.73,0,2018-01-18 19:40,2018-01-18 20:07,1,,,93252,1,67,1,6,6,3,5,5,2,2,3,3,6,3,4,2,2,6,2,5,3,2,3,5,2,3,6,3,2,6,5,5,2,5,6,6,3,1,6,5,5,2,3,5,3,5,6,5,2,6,5,5,5,1,4,5,2,2,7,7,5,3,6,6,6,5,5,6,7,5,2,2,3,6,6,6,6,5,5,5,1,2,3,3,6,2,5,4,3,3,3,4,2,1,1,1,4,6,6,6,7,6,2,4,3,3,4,,,,,,,2,18,caucasian,crim,6,3,2,4,3,2
R_1P4Y0oh53nBwqYr,Default Response Set,Anonymous,,,70.71.76.57,0,2018-01-18 21:31,2018-01-18 21:46,1,,,26554,1,87,1,6,6,2,2,3,2,5,2,3,6,2,3,3,2,3,3,5,2,3,2,4,2,2,3,2,2,5,2,5,2,5,5,5,3,2,5,3,3,2,2,5,2,3,5,5,3,5,5,5,3,1,2,2,4,4,6,6,5,5,5,5,5,3,5,4,5,4,3,5,4,5,5,3,5,3,3,3,2,5,5,5,5,3,3,4,4,4,4,1,4,4,4,4,4,3,7,4,5,3,4,4,3,3,3,6,5,3,3,5,2,2,18,Caucasian,Psychology,12,3,2,2,1,2
R_2VyJXVsHnRiHT8j,Default Response Set,Anonymous,,,70.71.188.99,0,2018-01-19 9:29,2018-01-19 9:35,1,,,45038,1,50,1,7,7,4,3,5,5,2,5,2,5,4,4,3,1,7,3,5,4,1,4,5,3,2,4,5,1,3,5,5,1,6,5,6,4,4,5,4,5,5,5,3,4,3,3,5,3,4,2,5,3,1,2,2,3,2,2,5,4,5,5,4,5,4,4,5,5,5,5,6,4,5,4,5,3,3,6,2,4,4,5,3,4,2,4,4,2,3,4,4,3,2,3,3,3,5,4,5,4,5,4,3,2,3,3,3,4,4,3,5,5,2,19,Filipino ,Kinesiology ,5,8,8,8,2,2
R_24vDibtsNpSRB78,Default Response Set,Anonymous,,,207.23.165.42,0,2018-01-19 10:04,2018-01-19 10:22,1,,,48060,1,100,1,7,7,4,3,3,4,2,4,2,6,4,5,2,2,4,5,3,4,3,5,3,5,2,4,3,2,4,6,6,2,6,5,7,2,1,7,7,7,4,5,3,6,4,7,6,6,5,4,2,5,1,4,4,3,4,4,6,7,5,5,5,5,4,7,3,4,7,6,5,6,4,6,5,4,3,4,3,4,3,3,4,6,3,3,4,4,5,5,5,5,5,5,4,3,5,6,6,3,4,4,3,3,4,2,4,6,3,6,5,5,1,23,South Asian,Kinesiology,3,4,4,3,3,2
R_3lRELpX8dh30K2e,Default Response Set,Anonymous,,,207.23.196.21,0,2018-01-19 10:55,2018-01-19 11:03,1,,,50914,1,92,1,5,4,4,5,4,3,4,5,3,5,3,2,2,3,5,4,4,4,3,4,4,4,5,5,4,3,4,3,5,4,5,6,5,5,2,5,5,4,4,4,5,4,4,5,5,5,5,5,5,4,1,4,4,3,4,6,6,6,5,6,6,6,5,6,6,5,6,5,5,6,5,5,4,5,5,5,5,4,5,3,3,5,4,3,4,4,4,3,3,4,4,4,4,4,4,5,5,5,4,5,4,3,3,3,5,5,5,4,4,5,2,19,Caucasian / South Asian,Criminology ,10,2,2,2,1,2
R_3gT06JSI37RsOYj,Default Response Set,Anonymous,,,207.195.86.23,0,2018-01-19 11:04,2018-01-19 11:15,1,,,51898,1,100,1,5,4,4,2,6,1,2,4,2,7,5,6,2,1,6,1,6,4,2,4,5,3,1,2,2,1,4,2,4,4,6,7,7,2,1,4,4,4,2,1,6,2,4,5,4,3,6,6,5,4,1,3,3,5,5,6,5,6,5,5,5,7,4,5,4,4,7,1,7,6,5,2,6,5,5,6,4,2,4,4,4,6,5,5,5,5,5,5,5,5,5,5,5,5,3,3,4,3,5,3,4,4,4,4,5,2,1,7,4,2,2,19,Caucasian ,Health science ,15,2,1,1,1,2
R_30ibl1bnLYDs8Gn,Default Response Set,Anonymous,,,96.48.81.132,0,2018-01-19 15:08,2018-01-19 15:12,1,,,41956,1,40,1,1,1,5,5,5,3,4,3,5,5,4,3,3,5,4,2,3,5,5,4,3,4,3,5,4,5,3,4,5,5,6,5,3,5,5,7,7,6,4,3,3,4,4,4,2,2,5,3,6,3,1,4,3,2,2,1,5,4,3,6,2,4,3,5,4,5,4,3,6,4,3,2,4,6,5,4,4,4,7,2,3,3,2,3,4,3,2,2,3,3,2,4,3,2,4,5,3,4,3,5,3,2,3,3,4,5,5,2,3,3,2,19,african canadian,business ,11,3,8,5,3,2
R_2OI9I4PIg2CUrD9,Default Response Set,Anonymous,,,174.7.156.114,0,2018-01-20 10:18,2018-01-20 10:31,1,,,55409,1,50,1,4,4,2,2,5,2,2,2,1,6,2,4,2,2,6,3,6,2,2,2,5,2,1,2,2,2,4,2,4,1,5,6,6,2,1,2,2,2,2,2,4,2,2,2,4,2,5,4,5,2,1,2,3,4,3,4,4,4,4,5,4,5,5,4,5,3,5,4,5,4,6,4,3,5,4,4,2,2,2,4,2,5,4,3,4,4,4,4,4,2,3,3,3,3,4,6,4,5,3,4,4,4,3,3,5,5,2,2,2,2,2,18,Caucasian/Canadian,Criminology,4,9,3,8,4,2
R_3JwrHV7kWhkeCNB,Default Response Set,Anonymous,,,24.244.32.231,0,2018-01-20 23:39,2018-01-20 23:50,1,,,64635,1,40,1,4,4,3,5,5,3,3,3,3,6,3,4,3,3,3,4,6,3,3,3,4,3,2,3,4,6,4,3,3,2,5,5,5,3,1,2,2,2,4,3,5,3,3,4,5,4,4,4,4,6,1,2,3,4,4,6,6,3,3,4,6,4,4,4,4,5,2,1,2,4,4,6,3,5,4,5,2,1,4,4,6,5,2,3,3,3,4,3,3,4,3,4,5,4,4,5,4,5,2,2,4,4,3,3,5,6,3,2,3,3,2,18,Canadian,Psychology,4,8,8,8,1,2
R_1gFmN4iISCViiqB,Default Response Set,Anonymous,,,207.23.194.11,0,2018-01-24 10:09,2018-01-24 10:28,1,,,76838,1,50,1,5,4,3,3,5,3,5,3,4,5,3,2,4,2,4,4,4,3,3,5,5,3,3,6,5,3,5,5,6,2,5,6,6,5,2,5,4,2,6,2,2,6,6,5,5,6,3,5,3,4,1,4,5,4,3,7,7,6,4,6,4,6,3,4,5,6,6,2,4,6,6,7,7,4,4,5,2,2,3,4,5,5,4,2,3,5,4,3,3,3,4,5,5,5,4,5,3,5,3,4,4,3,2,2,5,5,4,2,5,4,2,20,Chinese (from HK),Psychology,15,4,4,3,4,2
R_1nNF011735bcpnD,Default Response Set,Anonymous,,,24.84.252.20,0,2018-01-24 11:12,2018-01-24 11:28,1,,,10703,1,60,1,7,6,2,3,5,5,2,2,2,6,3,4,2,2,5,2,5,2,1,2,5,3,1,2,5,1,4,5,6,1,7,7,7,1,1,7,3,4,5,1,4,6,7,6,5,7,1,3,1,5,1,2,4,5,5,5,5,2,6,4,3,7,5,4,7,5,7,1,7,5,5,4,2,7,7,5,6,1,2,2,1,6,5,2,4,5,4,4,1,3,3,3,3,2,2,5,4,4,4,4,4,4,4,4,4,3,7,5,5,2,2,27,White,Crim/Psych,8,2,1,9,3,2
R_1LRtjxUJcMfZwrx,Default Response Set,Anonymous,,,154.20.223.186,0,2018-01-24 11:28,2018-01-24 11:39,1,,,27452,1,65,1,4,4,5,4,5,4,3,4,4,3,4,4,4,5,5,5,3,4,4,4,4,5,4,6,3,3,3,5,6,3,6,4,4,4,2,6,6,4,5,4,5,4,4,5,4,3,5,5,5,5,1,3,4,4,4,7,6,5,5,6,5,5,4,6,4,6,4,1,5,5,5,6,6,6,4,6,2,2,4,2,3,4,3,3,4,3,5,5,4,4,4,5,4,5,5,5,5,6,4,4,3,3,3,3,6,5,6,3,6,5,2,18,Korean,Ecomomics,12,6,4,4,2,2
R_2PhSAxCAdc27xH4,Default Response Set,Anonymous,,,23.16.205.106,0,2018-01-24 12:19,2018-01-24 12:28,1,,,71102,1,50,1,5,6,2,2,5,2,2,2,2,6,3,2,1,2,6,3,5,2,2,3,5,2,2,3,2,3,3,4,3,2,6,4,4,4,3,3,3,2,2,2,5,2,4,2,3,2,5,5,4,3,1,3,3,3,3,6,6,5,6,5,4,2,2,3,4,5,2,3,2,5,5,5,5,5,4,3,2,2,4,3,2,5,1,2,2,2,3,2,3,4,4,4,4,4,4,6,4,3,2,6,3,2,2,2,6,5,5,2,6,6,1,18,Chinese,Criminology,8,2,4,5,1,2
R_3oLXiaJypQXYiv6,Default Response Set,Anonymous,,,142.58.84.253,0,2018-01-24 13:32,2018-01-24 13:40,1,,,44337,1,29,1,6,4,4,4,5,5,5,5,4,4,4,2,4,2,4,3,5,4,4,3,4,5,3,4,2,4,6,4,5,3,4,6,3,4,3,6,3,5,4,5,5,5,3,5,6,4,5,7,6,5,1,4,4,5,5,6,6,6,5,5,6,6,4,5,4,5,7,1,6,4,3,5,5,5,4,3,4,2,4,4,4,6,5,3,4,4,4,4,3,4,4,4,4,4,5,5,4,3,5,6,3,3,2,2,6,6,6,4,6,5,2,18,white,psychology,10,8,8,8,4,2
R_sqj9sqRK4liMIzT,Default Response Set,Anonymous,,,108.180.131.39,0,2018-01-24 13:56,2018-01-24 14:21,1,,,31367,1,50,1,3,4,2,3,6,3,4,1,1,5,2,4,4,4,5,1,4,4,1,1,4,1,1,4,3,3,4,2,2,2,6,5,5,4,2,2,4,1,3,1,4,1,4,1,5,5,4,5,4,2,1,3,3,3,3,7,5,5,4,4,6,4,3,5,6,6,2,1,3,5,6,4,4,6,5,4,6,1,3,4,1,6,2,5,5,5,4,5,5,3,3,2,2,3,5,7,4,6,4,4,4,3,2,1,5,2,3,6,2,2,2,19,Chinese,Sociology,,3,8,8,1,2
R_e9Hz9Bqg7IdAeKl,Default Response Set,Anonymous,,,64.180.115.26,0,2018-01-24 14:33,2018-01-24 14:49,1,,,60469,1,71,1,5,6,2,4,4,5,2,2,2,5,2,4,2,2,6,3,5,4,2,2,4,2,2,3,2,3,4,2,5,2,6,5,5,4,2,4,3,4,4,2,4,3,3,5,4,3,4,5,5,5,1,3,4,5,5,7,4,4,4,3,6,5,4,4,4,3,5,3,3,4,6,5,2,5,5,5,4,2,4,3,2,4,5,5,4,3,3,4,4,3,4,4,4,5,4,5,5,5,3,5,4,4,3,3,4,3,3,2,5,3,2,19,latina/canadian,criminology,4,3,3,4,1,2
R_eWJMC4KrzvICTaF,Default Response Set,Anonymous,,,207.23.185.85,0,2018-01-17 10:08,2018-01-17 15:34,0,,,61450,1,95,1,5,6,5,2,5,4,5,4,3,5,4,3,3,2,5,4,5,5,5,4,5,4,4,5,5,3,5,5,5,5,6,5,4,5,1,5,5,3,4,4,5,5,5,5,5,5,7,7,6,5,1,3,4,4,4,7,6,6,5,7,5,6,5,6,4,5,6,4,3,5,5,5,5,5,4,5,6,4,6,6,5,5,5,4,3,5,5,5,5,3,4,4,4,4,7,6,6,3,4,5,4,3,3,2,5,4,5,2,4,3,2,19,Asian,Health Sciences,6,2,3,2,1,2
R_1qWXY7DCJFOBnyI,Default Response Set,Anonymous,,,24.84.237.187,0,2018-01-24 16:09,2018-01-24 16:15,1,,,45865,1,52,1,4,6,4,3,4,5,4,5,4,7,3,3,2,1,6,5,2,5,5,5,3,5,4,5,2,2,5,2,5,2,5,5,5,3,3,4,7,4,4,4,3,5,3,5,5,5,4,4,5,6,1,3,3,3,3,7,5,5,3,5,5,5,5,5,5,5,6,5,5,5,5,3,4,4,5,2,2,3,2,2,2,5,4,4,4,5,4,4,2,3,4,3,3,5,4,5,5,4,3,4,3,3,3,3,5,5,5,5,5,5,1,22,chinese,kinesiology,10,5,3,5,2,2
R_2CNjDXVtauHUjpo,Default Response Set,Anonymous,,,64.180.175.112,0,2018-01-24 16:19,2018-01-24 16:27,1,,,93957,1,75,1,6,6,4,4,6,4,3,4,3,6,5,5,4,3,6,4,4,5,4,4,5,6,6,5,4,4,3,4,5,3,5,6,6,6,2,4,4,4,4,3,5,3,5,4,6,4,5,5,6,4,1,4,3,5,4,5,6,5,4,3,5,6,4,4,6,6,3,3,4,5,6,3,4,5,5,5,4,2,2,4,2,5,2,3,4,4,4,2,2,4,4,4,5,5,6,4,5,2,4,4,4,3,3,3,6,5,5,4,6,4,2,18,Korean,Psychology ,7,9,9,9,4,2
R_27lFJB17riBidhc,Default Response Set,Anonymous,,,96.48.141.67,0,2018-01-24 18:16,2018-01-24 18:31,1,,,57822,1,27,1,6,5,7,2,5,5,3,5,6,2,5,2,3,5,5,2,1,7,2,7,6,7,5,7,2,2,7,6,7,6,5,5,5,6,3,7,7,7,5,7,2,7,6,6,5,6,3,5,5,6,1,4,5,4,4,7,7,5,4,5,6,5,6,4,4,7,4,2,4,6,6,7,7,5,2,5,3,5,7,7,6,7,2,3,4,4,4,3,3,5,4,5,5,5,5,3,6,5,5,7,4,2,3,2,7,6,3,5,6,5,1,19,Indian,Statistics,9,3,3,2,1,2
R_1r7gCJJRqK85feV,Default Response Set,Anonymous,,,104.129.192.91,0,2018-01-24 20:00,2018-01-24 20:09,1,,,54925,1,65,1,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,2,2,2,2,4,4,4,4,4,4,2,18,White,Crim,15,9,9,9,4,2
R_vp2lCtvZAC5UpzP,Default Response Set,Anonymous,,,24.85.19.70,0,2018-01-24 19:47,2018-01-24 20:09,1,,,13795,1,51,1,6,6,2,5,5,6,5,2,4,6,3,3,3,3,3,4,5,2,4,3,4,5,4,4,3,3,5,3,6,2,5,5,5,4,3,4,5,4,5,4,5,3,5,5,5,4,5,6,5,5,1,4,5,5,4,6,7,7,6,5,7,7,6,5,4,7,7,4,5,6,7,6,6,5,4,4,4,5,4,6,5,5,5,5,4,5,5,4,4,3,5,5,5,4,5,6,4,3,4,4,3,3,4,3,6,5,4,3,5,5,2,20,asia,econ,1,2,3,3,1,2
R_2tlBZi17REpwEGQ,Default Response Set,Anonymous,,,70.69.116.24,0,2018-01-25 10:04,2018-01-25 10:23,1,,,29818,1,74,1,3,3,6,3,6,3,3,5,3,3,3,2,2,3,3,3,2,3,2,2,5,3,3,5,3,2,6,6,3,3,3,2,5,3,3,6,6,4,3,2,3,6,3,5,5,5,5,5,3,6,1,2,4,5,4,7,5,5,4,5,5,6,5,5,4,4,6,5,5,5,5,6,2,5,5,5,2,2,3,5,3,6,5,4,4,3,4,4,4,3,3,4,4,5,3,6,4,5,2,4,3,3,2,1,5,5,5,3,5,2,2,20,Chinese/Malaysian ,Communication ,12,3,3,5,1,2
R_1i4ILd7FFjJmbAS,Default Response Set,Anonymous,,,24.80.41.207,0,2018-01-25 10:39,2018-01-25 11:10,1,,,87549,1,98,1,6,6,2,2,3,4,5,3,3,5,3,3,3,3,5,3,5,5,3,2,5,3,3,5,3,3,5,3,3,3,5,4,3,3,3,5,3,3,3,3,4,3,3,5,5,3,5,4,3,3,1,4,4,4,4,6,5,4,6,5,6,6,4,5,5,5,6,4,6,6,6,6,5,5,5,5,4,3,5,5,4,5,4,3,4,4,4,4,2,4,4,4,4,4,2,6,3,6,2,3,3,3,3,3,6,5,4,4,5,3,2,19,polish-canadian,joint major psyc crim ,7,3,2,6,1,2
R_2b3tABk3kZa6GxE,Default Response Set,Anonymous,,,142.58.218.239,0,2018-01-25 11:20,2018-01-25 11:27,1,,,83468,1,78,1,6,6,3,3,3,3,3,3,2,5,5,4,2,2,5,3,4,5,5,5,4,3,5,3,5,3,3,3,7,2,6,6,6,6,6,4,3,3,5,1,3,3,3,3,3,3,3,4,3,2,1,2,3,2,2,4,5,4,5,4,4,5,4,4,4,6,5,4,4,5,4,4,5,2,4,3,4,4,3,3,4,4,2,4,3,4,4,3,4,4,3,3,3,3,5,5,4,5,4,5,4,4,4,4,7,7,7,3,7,2,1,21,indian,businesd,10,8,8,8,1,2
R_2Uhf3AX6kaubOVv,Default Response Set,Anonymous,,,207.23.192.139,0,2018-01-25 11:54,2018-01-25 11:57,1,,,49114,1,61,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,,3,3,,,,,4,,,,,,4,,,,,4,,,4,4,,,4,4,,,,,,3,3,3,,,,3,3,,3,3,4,4,4,4,4,4,3,3,3,,4,4,4,4,4,4,2,,,,,,,,,2
R_2OMWPQSXvq0xyqV,Default Response Set,Anonymous,,,142.58.84.44,0,2018-01-18 12:22,2018-01-18 12:22,0,,,14210,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
R_poql3LRuNQGFXTb,Default Response Set,Anonymous,,,142.58.165.6,0,2018-01-25 13:10,2018-01-25 13:21,1,,,76235,1,48,1,5,5,4,3,6,3,3,5,2,6,5,5,2,3,5,5,5,5,5,4,6,4,3,5,5,2,5,3,4,2,5,4,5,4,3,3,5,2,3,2,5,5,5,4,6,4,5,5,5,3,1,3,4,4,4,5,4,3,4,3,2,4,3,4,5,3,4,2,4,3,4,3,4,3,3,4,4,6,3,3,5,4,2,3,3,3,4,4,3,3,3,4,4,2,2,5,3,6,2,4,3,3,4,4,5,4,2,2,4,2,2,18,Canadian,Psychology ,10,4,4,4,4,2
R_2uOjrqf4upYSPZR,Default Response Set,Anonymous,,,205.250.190.104,0,2018-01-25 13:13,2018-01-25 13:39,1,,,26551,1,32,1,5,4,5,2,5,2,2,4,2,6,3,2,2,2,5,2,6,4,2,3,4,3,2,3,2,2,5,3,3,2,6,6,6,2,2,3,2,3,3,2,4,3,4,3,5,3,5,4,5,3,1,2,3,3,3,4,5,4,3,4,5,5,3,4,6,3,5,3,5,4,5,5,5,4,5,5,5,2,4,3,2,5,4,2,4,4,4,4,4,3,3,3,3,3,5,6,6,6,4,4,4,4,4,4,5,3,2,2,3,2,2,18,South Asian ,Criminology ,4,3,3,3,3,2
R_3OcYljBhwt4iAPo,Default Response Set,Anonymous,,,207.23.173.254,0,2018-01-25 14:25,2018-01-25 14:36,1,,,53339,1,82,1,6,4,6,1,5,1,2,5,1,5,3,3,2,3,5,5,2,6,2,6,4,5,2,5,5,1,5,4,5,5,5,6,5,3,1,6,6,4,1,2,4,6,6,6,5,6,6,6,6,1,1,4,5,5,5,5,6,7,5,5,7,6,4,5,6,4,7,3,5,7,7,7,7,7,5,4,3,3,5,7,2,7,4,5,4,3,5,3,5,3,4,4,5,4,6,4,1,4,1,7,3,4,3,2,6,3,1,1,5,1,2,18,serbian,criminology,8,2,2,2,1,2
R_Ad0atmS5Qr9QSad,Default Response Set,Anonymous,,,207.23.176.32,0,2018-01-25 15:18,2018-01-25 15:29,1,,,9760,1,50,1,6,6,4,3,5,5,3,5,2,6,4,4,2,2,5,3,3,4,3,3,4,3,4,3,3,4,4,3,3,2,5,5,5,2,2,5,5,4,2,3,2,6,6,5,6,6,4,2,2,5,1,2,3,3,4,7,7,5,5,7,5,5,6,6,4,5,2,2,5,6,4,3,3,2,2,5,2,2,2,3,3,3,1,3,4,2,5,4,2,5,4,5,5,5,6,7,5,4,1,6,4,4,4,4,5,5,3,2,3,2,2,22,caucasian,linguistics,1,8,8,8,4,2
R_2rTPh2Xog2Ccv4I,Default Response Set,Anonymous,,,184.65.186.167,0,2018-01-25 15:36,2018-01-25 15:46,1,,,70329,1,62,1,4,3,3,5,5,3,5,3,2,5,3,2,5,3,3,4,5,2,3,3,5,2,3,3,3,5,3,2,3,2,4,5,5,3,3,2,2,2,2,2,2,2,2,2,5,2,2,2,2,2,1,3,3,2,3,6,6,4,5,5,4,4,4,5,4,5,4,2,3,5,5,5,5,4,5,5,3,4,5,5,3,5,4,5,3,4,5,5,3,5,5,5,5,5,3,6,3,3,4,3,4,4,4,4,6,6,6,5,5,6,2,19,South Asian,Undeclared,,4,4,4,3,2
R_d5dEaYLB60VFThv,Default Response Set,Anonymous,,,96.49.21.6,0,2018-01-25 15:53,2018-01-25 16:10,1,,,12744,1,68,1,5,6,3,2,3,2,3,3,3,6,3,4,3,2,6,3,6,3,3,5,6,3,2,3,3,2,3,3,5,2,5,6,6,3,2,4,3,2,2,2,6,2,2,5,6,6,5,6,3,2,1,2,2,4,4,6,6,6,2,4,5,3,5,4,5,4,3,2,2,3,5,6,2,5,5,5,5,2,4,5,2,5,3,3,3,3,4,4,3,4,4,4,4,4,5,3,6,2,2,3,4,4,3,3,6,6,3,3,5,3,2,18,Punjabi,Criminology ,9,3,3,2,1,2
R_1Klig4OAoOHnps8,Default Response Set,Anonymous,,,24.85.26.73,0,2018-01-25 16:46,2018-01-25 16:56,1,,,54867,1,30,1,6,7,5,1,5,2,2,5,3,5,4,5,2,1,6,2,3,3,2,5,5,3,2,3,5,2,5,4,3,2,6,6,6,2,1,6,3,3,3,2,5,3,3,5,5,3,6,5,6,6,1,2,3,5,5,6,6,5,4,6,7,7,7,6,7,4,7,6,5,5,4,4,4,7,6,5,3,3,3,3,3,6,5,5,5,5,5,5,5,5,4,4,4,4,6,6,3,4,4,4,4,4,3,2,5,5,3,1,5,1,2,18,Chinese,Psychology ,4,3,2,8,1,2
R_1l4gHlq0jpxwbpb,Default Response Set,Anonymous,,,96.49.198.250,0,2018-01-26 0:35,2018-01-26 0:50,1,,,12744,1,72,1,5,2,2,2,3,2,2,2,2,6,3,4,2,2,6,3,6,3,3,5,5,2,2,2,2,3,3,2,6,2,6,5,5,2,2,2,5,2,2,2,5,2,6,2,6,5,2,5,3,3,1,2,2,4,4,4,6,6,2,2,4,4,5,4,6,5,4,1,2,3,5,3,2,5,4,5,5,2,2,3,2,5,2,4,3,3,4,4,2,4,4,4,4,4,6,4,3,4,7,2,4,3,3,3,6,5,3,3,5,3,2,18,Punjabi,Criminology ,9,4,4,4,1,2
R_x5HET2KDd4tM9Ql,Default Response Set,Anonymous,,,174.1.102.133,0,2018-01-26 12:41,2018-01-26 12:53,1,,,57282,1,19,1,5,6,3,1,5,1,3,2,2,6,2,6,1,2,5,3,6,3,1,2,4,2,1,2,3,1,3,2,3,1,6,6,2,2,1,5,5,2,2,2,5,3,2,5,5,3,5,5,5,2,1,2,4,5,5,6,5,5,6,6,7,7,6,5,7,4,7,5,7,5,5,4,2,6,5,5,3,2,3,3,1,3,5,5,5,5,5,4,5,4,3,4,3,4,6,4,5,3,4,4,4,4,4,4,2,2,2,2,2,2,3,18,caucasian,undeclared,15,1,1,1,3,2
R_sOwDgyzGP6RRBtv,Default Response Set,Anonymous,,,24.84.232.30,0,2018-01-26 20:04,2018-01-26 20:18,1,,,26006,1,70,1,6,4,4,5,4,4,5,5,1,5,4,4,3,4,5,5,4,4,3,3,5,4,1,4,4,3,4,4,4,4,5,5,6,3,2,5,5,4,3,3,4,4,4,4,5,4,5,5,3,5,1,3,4,3,4,5,6,6,5,5,6,5,3,3,4,5,4,1,3,5,5,4,4,4,3,5,4,2,4,4,2,5,3,3,3,4,4,3,3,4,4,4,5,4,5,5,4,5,4,4,4,4,4,4,7,5,3,1,4,4,1,19,Caucasian (Croatian and British),Business,15,5,5,5,2,2
