V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Q1,Q22,Q74_1,Q63,Q33,Q34,Q35,Q36,Q37,Q38,Q39,Q40,Q41,Q42,Q43,Q44,Q45,Q46,Q47,Q48,Q49,Q50,Q51,Q52,Q53,Q54,Q55,Q56,Q57,Q58,Q59,Q60,Q61,Q62,Q21,Q24,Q26,Q27,Q28,Q216_1,Q216_2,Q216_6,Q216_7,Q216_12,Q216_13,Q216_15,Q216_17,Q216_22,Q216_24,Q216_30,Q216_34,Q216_35,Q216_36,Q216_37,Q217,Q218_1,Q218_2,Q218_3,Q218_4,Q219_1,Q219_2,Q219_3,Q219_4,Q219_5,Q219_6,Q219_7,Q219_8,Q219_9,Q219_10,Q219_11,Q219_12,Q219_13,Q219_14,Q219_15,Q220_1,Q220_2,Q220_3,Q220_4,Q220_5,Q220_6,Q220_7,Q220_8,Q220_9,Q220_10,Q220_11,Q220_13,Q59_1,Q59_2,Q59_3,Q59_4,Q59_5,Q59_6,Q59_7,Q59_8,Q59_9,Q59_10,Q59_11,Q59_12,Q23_1,Q23_2,Q23_3,Q23_4,Q60_1,Q60_2,Q60_3,Q60_4,Q60_5,Q60_6,Q222_1,Q222_2,Q222_3,Q222_4,Q222_5,Q222_6,Q65,Q67,Q69,Q75,Q71,Q72,Q73,Q74,Q75,Q59,LocationLatitude,LocationLongitude,LocationAccuracy,
R_32JyG6sZkzgjr59,Default Response Set,Anonymous,,,24.86.12.253,0,2017-12-05 11:41:28,2017-12-05 11:53:35,1,22167,1,61,1,5,2,3,3,2,2,1,3,1,5,3,6,1,2,6,2,2,3,1,5,5,3,1,2,3,2,5,5,3,2,6,6,6,2,2,2,5,2,5,1,6,2,3,3,5,3,5,5,5,2,1,2,5,4,3,3,5,6,3,6,6,5,3,6,6,5,5,2,6,6,5,5,3,6,6,6,5,3,3,5,2,2,2,4,4,2,4,2,4,2,4,4,3,2,4,4,4,4,6,5,2,1,2,2,2,5,2,6,2,2,2,22,South Asian,Health Science,8,8,8,8,4,1,49.169998168945,-123.13679504395,-1,
R_3ELtYzG5iNLlmaC,Default Response Set,Anonymous,,,24.85.23.118,0,2017-12-05 11:44:07,2017-12-05 11:56:55,1,77121,1,70,1,5,5,4,3,5,4,5,5,4,4,6,3,5,3,2,5,5,4,5,3,5,5,5,5,5,5,5,5,6,4,6,6,6,6,2,6,5,5,4,5,3,6,5,6,6,6,5,5,4,5,1,4,5,3,3,7,7,7,7,7,7,5,5,7,5,7,4,4,5,7,5,6,6,5,5,5,5,2,4,5,3,5,4,4,5,5,5,5,4,4,5,5,5,5,4,3,4,3,7,6,6,6,6,6,5,4,5,7,2,2,1,18,hindu,undecided ,9,4,4,4,3,1,49.120498657227,-123.11709594727,-1,
R_2SDAxq2XzPMnnCM,Default Response Set,Anonymous,,,142.179.11.62,0,2017-12-05 11:49:16,2017-12-05 12:05:18,1,32652,1,86,1,6,6,2,5,2,5,2,1,3,6,2,5,2,2,6,3,6,2,2,2,6,5,2,1,2,2,5,2,2,1,6,7,6,2,2,6,6,5,5,5,5,5,4,5,6,5,5,3,3,6,1,4,4,4,5,6,6,6,6,6,4,3,6,5,6,6,6,1,5,6,6,5,5,2,4,5,6,2,2,6,5,6,5,4,5,5,4,5,5,5,5,5,5,5,4,4,2,2,5,5,2,1,3,3,2,7,2,7,2,4,2,17,Mixed,Psychology,11,2,1,1,1,1,49.264999389648,-122.87159729004,-1,
R_28UrtkYGZfBZ9Ea,Default Response Set,Anonymous,,,205.250.9.107,0,2017-12-05 12:33:30,2017-12-05 12:44:25,1,52966,1,75,1,3,4,5,3,5,3,5,5,4,5,3,4,3,3,6,4,3,4,3,5,4,3,4,5,3,3,5,3,3,3,5,3,5,4,3,5,3,2,2,2,3,3,3,5,5,3,5,5,3,5,1,3,4,4,3,7,7,5,6,4,3,5,3,4,2,4,3,2,5,3,5,3,3,5,4,5,3,2,3,3,2,3,3,3,2,2,4,3,4,4,4,5,5,5,3,3,3,2,5,5,3,3,5,5,2,4,4,4,3,3,1,20,Caucasain,Health Science,8,4,3,4,3,1,49.239700317383,-123.04069519043,-1,
R_0Ol7xm65JdygGsN,Default Response Set,Anonymous,,,64.180.186.102,0,2017-12-05 12:35:15,2017-12-05 12:54:06,1,69523,1,50,1,6,6,3,4,5,5,3,5,3,5,3,3,3,3,5,4,4,3,5,4,5,4,4,2,2,3,5,4,4,3,5,5,4,3,3,6,5,2,5,2,6,3,4,6,6,5,6,6,6,5,1,3,4,4,4,7,5,5,4,5,5,6,4,4,5,5,6,5,5,5,5,4,3,5,4,4,3,4,5,5,4,5,4,3,4,5,4,4,4,3,4,3,2,4,4,4,3,3,5,5,3,5,4,3,3,5,5,4,5,5,2,18,Chinese,Communications,7,8,3,8,1,2,49.264007568359,-122.93690490723,-1,
R_2zZwFaqeClmJrAu,Default Response Set,Anonymous,,,96.48.237.246,0,2017-12-05 12:46:36,2017-12-05 12:57:27,1,38694,1,40,1,6,3,4,5,5,5,5,4,3,6,4,5,1,2,5,4,3,3,4,4,5,3,3,5,2,3,4,4,2,2,5,5,5,4,2,5,4,4,5,4,4,4,4,6,5,5,5,6,4,6,1,3,3,4,4,6,6,6,5,5,6,5,3,4,5,3,6,2,3,4,6,4,2,5,4,4,2,5,4,5,2,5,4,4,4,4,5,2,3,3,5,4,4,4,3,3,2,2,5,3,5,4,6,5,2,6,3,4,5,5,1,18,Half European Half Asian,Math,5,3,3,4,4,1,49.264999389648,-122.87159729004,-1,
R_1f0LGrLej7gTJcA,Default Response Set,Anonymous,,,207.23.173.3,0,2017-12-05 13:34:27,2017-12-05 13:39:30,1,88705,1,60,1,4,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,6,4,5,6,4,4,4,4,6,6,6,6,2,2,2,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,2,2,2,2,2,3,3,3,2,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,4,4,4,4,4,4,7,7,7,7,7,7,2,20,east indian,behav. neuro.,15,6,6,6,2,1,49.264007568359,-122.93690490723,-1,
R_OoFcWL2iDVGqfnz,Default Response Set,Anonymous,,,70.70.102.17,0,2017-12-05 13:25:52,2017-12-05 13:41:26,1,21256,1,60,1,6,4,5,2,5,2,3,5,2,4,2,2,2,1,5,2,4,5,2,3,6,2,2,4,6,2,6,5,2,1,5,6,7,2,2,6,5,6,5,3,6,6,3,6,5,4,6,5,5,5,1,4,5,4,2,7,6,7,7,7,5,6,5,6,5,5,6,4,5,7,5,4,5,2,5,5,2,4,2,3,3,6,5,5,5,2,4,5,3,3,5,3,4,5,4,3,2,3,5,5,2,2,3,1,7,5,6,6,6,4,1,22,East Indian,Criminology,6,2,1,4,3,1,49.170700073242,-122.73260498047,-1,
R_3lsIYRXGC3OyEFy,Default Response Set,Anonymous,,,70.70.5.151,0,2017-12-05 13:57:22,2017-12-05 14:08:07,1,7175,1,51,1,6,5,5,4,4,4,3,3,1,4,4,5,3,3,5,4,4,3,3,3,5,3,3,3,3,4,4,4,5,3,5,5,5,3,2,4,5,3,3,2,4,4,4,4,5,4,5,4,3,4,1,3,4,3,3,5,4,5,4,4,3,4,4,4,3,4,3,2,3,4,5,5,4,5,4,4,4,1,4,4,4,4,3,4,3,3,4,4,4,3,3,3,3,4,3,4,3,4,5,5,5,3,5,4,5,5,5,4,4,3,2,18,Sikh,Sciences undecided,7,3,3,3,1,1,49.106704711914,-122.85760498047,-1,
R_1IhfxvuiURXJaX8,Default Response Set,Anonymous,,,184.151.231.192,0,2017-12-05 10:30:47,2017-12-05 14:09:33,1,69523,1,70,1,6,5,3,2,5,3,5,3,3,5,5,2,2,4,5,4,4,5,3,2,4,3,2,5,2,2,5,2,5,2,6,6,6,3,2,5,5,2,5,2,2,3,5,6,6,6,5,5,4,5,1,2,4,4,3,6,5,5,5,5,5,6,4,4,5,2,5,2,6,5,2,4,5,3,2,2,3,3,2,6,5,5,4,4,5,4,4,4,4,4,5,4,3,4,4,4,3,3,5,5,5,3,3,3,2,3,2,3,3,4,2,22,East Asian,Psychology (intended),4,3,4,4,1,1,49.247497558594,-123.12100219727,-1,
R_1F5L4upX013qjzN,Default Response Set,Anonymous,,,24.244.32.214,0,2017-12-05 20:26:04,2017-12-05 20:45:41,1,25373,1,62,1,5,6,5,3,2,5,5,3,3,6,3,3,2,3,5,5,4,5,3,3,4,2,3,5,2,5,5,3,4,2,2,4,3,5,5,2,3,2,3,2,2,6,6,3,6,7,2,2,2,2,1,3,4,4,4,7,6,6,5,4,4,6,5,4,5,5,6,5,5,6,3,5,5,5,4,5,4,3,4,2,5,2,3,1,4,4,3,4,4,4,4,5,5,5,3,2,3,3,6,4,6,5,6,3,5,6,5,5,4,4,4,19,Asian,Crim,9,8,8,8,1,1,49.215606689453,-123.09790039062,-1,
R_2CwY4xYZwADpk09,Default Response Set,Anonymous,,,172.218.134.250,0,2017-12-05 22:29:50,2017-12-05 22:43:47,1,79031,1,70,1,6,6,5,3,5,6,2,6,2,7,3,5,3,3,5,3,5,6,3,5,5,5,5,5,5,2,3,5,5,3,7,5,5,2,1,5,6,5,5,5,3,5,1,6,5,5,5,5,5,5,1,4,4,4,4,6,6,5,5,4,2,5,4,5,5,5,5,5,6,5,6,7,5,6,5,7,3,3,3,6,3,6,4,2,4,4,4,4,4,4,4,4,4,4,3,3,3,3,5,3,3,3,5,3,3,6,3,5,3,3,2,21,White,Health Science ,8,3,2,5,3,1,49.274002075195,-122.76490020752,-1,
R_3kMaTiQEjGKRSmt,Default Response Set,Anonymous,,,64.180.162.81,0,2017-11-29 00:05:10,2017-11-29 00:05:39,0,58097,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_x9l91Ks6ux51juF,Default Response Set,Anonymous,,,24.85.64.48,0,2017-12-06 00:20:32,2017-12-06 00:34:39,1,64387,1,90,1,6,2,5,7,5,2,2,5,2,5,3,5,2,2,5,2,3,2,2,5,5,3,5,5,2,2,5,4,5,3,5,6,6,3,2,6,5,5,5,2,2,5,2,6,6,2,6,5,6,6,1,3,4,4,5,7,6,6,5,6,6,6,5,6,6,5,5,2,5,6,6,5,5,5,4,5,2,1,3,3,2,6,4,4,4,5,4,4,3,5,4,5,5,5,4,4,4,3,6,5,6,3,5,5,3,5,2,6,4,5,1,18,Indian,Psychology,12,2,2,2,1,1,49.194793701172,-122.81309509277,-1,
R_xit0LYIjp6hGiyt,Default Response Set,Anonymous,,,96.55.128.171,0,2017-12-06 00:20:41,2017-12-06 00:36:27,1,20313,1,83,1,7,6,2,5,5,2,3,2,2,5,5,4,3,4,5,5,5,6,2,4,5,4,2,4,4,5,4,3,6,2,5,7,7,4,1,6,5,5,4,3,4,4,2,5,5,4,6,7,5,5,1,3,3,4,4,4,4,5,4,4,5,5,5,5,6,4,6,4,5,6,5,5,4,5,5,5,4,3,4,3,1,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,3,1,4,5,3,5,3,5,3,5,2,20,caucasian,criminology,8,2,2,2,1,1,49.188598632812,-122.93840026855,-1,
R_Z4BKfL6jZ13lzYB,Default Response Set,Anonymous,,,205.250.221.195,0,2017-12-06 00:32:16,2017-12-06 00:42:21,1,8982,1,80,1,5,6,5,3,3,3,4,5,3,5,5,2,3,2,5,3,3,5,3,5,5,5,3,3,4,3,5,5,4,3,5,5,5,5,3,3,6,3,3,5,3,6,5,4,5,6,5,4,3,4,1,3,3,4,4,6,4,4,4,5,4,5,5,4,4,5,5,3,5,5,5,6,5,6,6,5,3,4,4,4,5,6,3,3,5,3,4,4,4,3,4,4,4,4,4,3,3,2,5,5,3,3,4,4,5,6,5,3,5,4,1,18,Canadian,Economics,15,4,4,3,1,1,49.15510559082,-122.91239929199,-1,
R_2CqCTFGEFMjDTYQ,Default Response Set,Anonymous,,,108.180.198.18,0,2017-12-06 05:00:04,2017-12-06 05:06:30,1,13911,1,51,1,3,6,6,4,4,4,4,4,4,4,5,5,5,5,3,5,3,5,5,2,2,2,2,2,2,2,2,2,2,2,6,6,5,5,5,4,4,4,4,5,5,5,4,6,4,4,4,5,5,4,1,4,4,3,4,7,7,6,3,7,6,7,7,7,7,6,7,1,7,7,3,4,4,5,4,5,4,4,5,4,5,5,5,4,5,3,5,3,5,5,5,5,5,5,3,3,3,3,5,5,6,5,6,5,4,4,4,5,6,5,1,19,South Asian,Cognitive Science,5,2,3,3,1,1,49.215606689453,-123.09790039062,-1,
R_3meCPPZH7RinapT,Default Response Set,Anonymous,,,207.23.207.29,0,2017-11-29 11:31:19,2017-11-29 11:31:42,0,66646,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_2tn98d4f0Oz8m11,Default Response Set,Anonymous,,,142.58.82.88,0,2017-12-06 14:16:25,2017-12-06 14:27:38,1,75235,1,60,1,5,1,5,6,4,5,6,5,5,3,4,2,3,5,5,6,2,2,7,6,3,5,5,6,4,6,5,5,5,5,2,2,3,5,5,4,6,4,3,3,1,6,6,5,5,7,5,5,4,3,1,4,4,3,3,6,7,5,7,5,7,5,5,6,2,5,6,1,1,4,5,6,2,4,4,2,1,3,3,5,2,5,4,3,3,3,3,4,3,4,3,4,4,4,2,2,3,3,6,5,6,5,6,5,3,4,6,5,3,3,2,18,European- White,Criminology,13,6,6,7,2,1,49.264007568359,-122.93690490723,-1,
R_2BkA8XfiCieYHMi,Default Response Set,Anonymous,,,23.16.18.149,0,2017-11-30 00:51:02,2017-11-30 00:51:16,0,22945,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_3Gv3b1BG9eYyXIs,Default Response Set,Anonymous,,,70.79.180.10,0,2017-12-07 18:37:37,2017-12-07 18:48:59,1,83009,1,61,1,7,4,5,2,6,2,5,4,4,5,5,4,4,4,6,4,4,4,4,4,6,4,2,4,4,2,5,5,5,2,5,4,4,4,3,6,5,4,5,4,5,5,6,5,6,5,4,5,4,6,1,4,4,3,4,6,7,7,5,7,7,6,5,6,5,6,6,4,5,6,5,2,6,5,4,5,4,4,4,4,2,7,4,5,4,4,4,5,3,2,3,2,3,2,3,3,3,3,5,5,6,6,5,5,5,4,5,4,5,4,1,20,Chinese ,Criminology ,2,8,8,8,4,1,49.22200012207,-123.06829833984,-1,
R_1rwDg2ernIq2H3y,Default Response Set,Anonymous,,,174.6.24.67,0,2017-12-02 00:05:57,2017-12-02 00:11:29,0,84004,1,89,1,6,6,5,5,5,5,4,5,3,5,5,4,3,2,6,4,4,4,3,5,5,6,4,5,4,6,5,5,5,2,6,6,6,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_3nJodCbK0WrejjI,Default Response Set,Anonymous,,,72.143.224.133,0,2017-12-10 12:41:05,2017-12-10 12:46:05,1,NENAR2,1,60,1,5,5,3,3,2,6,5,3,5,3,3,3,5,4,4,4,2,3,4,3,5,5,4,5,3,4,3,1,4,3,3,3,3,3,3,3,5,4,5,4,3,4,4,5,4,3,2,4,5,5,1,3,2,3,4,4,4,5,3,4,3,4,5,4,3,3,4,4,3,5,5,4,4,4,6,4,4,5,4,2,5,6,,2,3,4,4,3,3,3,2,3,3,3,3,2,3,3,5,4,5,6,5,5,4,4,3,3,4,5,1,20,chinese,math,9,3,2,2,1,1,49.25,-123.13330078125,-1,
R_3fktQq1Oe5IsQ6X,Default Response Set,Anonymous,,,142.58.42.43,0,2018-01-17 10:10:37,2018-01-17 10:19:04,1,10196,1,72,1,6,6,5,6,5,5,5,3,4,6,3,3,3,3,4,4,5,3,4,4,4,5,4,5,5,4,4,5,5,4,6,5,4,4,3,5,6,4,5,5,4,5,6,4,5,6,5,5,5,6,1,3,3,4,4,6,5,6,6,6,6,6,5,5,4,5,6,5,3,5,5,5,5,5,6,5,3,3,3,3,3,5,4,2,4,4,3,4,3,3,4,4,4,4,3,3,3,3,6,6,5,5,6,5,5,6,6,3,4,5,1,19,Korean,Biomedical Physiology,8,5,4,3,2,1,49.264007568359,-122.93690490723,-1,
R_1CpVGgae0NEqA1j,Default Response Set,Anonymous,,,207.23.177.47,0,2018-01-17 10:37:43,2018-01-17 11:46:50,1,45931,1,50,1,5,5,5,2,6,2,3,5,2,5,3,3,2,3,6,3,5,5,2,3,5,3,3,5,5,2,6,3,3,3,5,5,6,3,2,3,5,3,3,3,5,6,4,4,5,4,5,4,5,6,1,3,4,4,4,7,5,4,4,4,4,6,3,6,4,5,3,1,3,4,5,5,5,5,5,6,3,3,4,5,2,5,2,2,4,2,3,4,5,4,3,4,5,5,4,4,4,4,5,5,3,2,4,3,4,6,4,6,3,4,1,19,Chinese,Health science,1,3,3,8,3,1,49.264007568359,-122.93690490723,-1,
R_3oQRd4zTLKeikSs,Default Response Set,Anonymous,,,99.199.50.250,0,2018-01-17 11:59:42,2018-01-17 12:04:34,1,77066,1,82,1,6,6,2,6,3,6,2,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,5,4,4,3,5,5,3,4,5,3,4,3,3,1,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,4,4,4,4,5,2,4,3,4,4,3,5,5,4,5,5,4,5,5,5,5,4,5,3,2,4,4,5,3,4,6,6,3,7,6,4,7,7,1,2,19,Chinese ,Criminology ,6,4,4,4,2,1,49.274002075195,-123.0074005127,-1,
R_2pPM07CeB9dUyo1,Default Response Set,Anonymous,,,50.92.13.207,0,2018-01-17 11:46:23,2018-01-17 12:09:22,1,14263,1,70,1,6,4,1,2,6,5,3,2,1,5,2,2,3,1,7,5,5,6,3,2,6,1,5,2,2,2,5,2,2,1,6,7,6,4,1,2,2,2,1,2,5,1,1,3,3,1,7,6,6,1,1,2,2,5,4,7,7,5,6,5,3,5,4,3,6,6,5,4,7,2,6,5,5,7,7,7,7,1,1,2,6,6,3,2,5,5,3,5,4,4,3,5,5,3,4,3,4,3,3,3,1,1,3,2,6,5,3,2,4,3,2,18,Indo-Canadian,Business,9,2,2,2,1,1,49.18359375,-123.11679840088,-1,
R_3ikTkMzTF3mpXxr,Default Response Set,Anonymous,,,135.0.187.9,0,2018-01-17 12:15:40,2018-01-17 12:31:33,1,72267,1,50,1,6,6,1,7,5,4,3,2,4,4,5,1,2,2,5,5,5,3,2,3,5,1,3,2,4,3,3,3,2,2,6,7,7,3,1,5,3,2,5,1,6,2,5,5,4,4,5,6,5,5,1,2,3,4,2,7,5,5,5,5,6,5,5,4,5,6,5,2,5,5,5,4,5,5,5,3,2,2,5,1,1,5,4,3,5,3,5,5,5,5,4,5,5,5,4,3,4,3,5,5,1,1,2,2,4,5,6,5,4,6,2,18,Asian ,Psychology ,5,8,8,8,2,1,49.227203369141,-122.95739746094,-1,
R_2dlIBT2vaN2aoOQ,Default Response Set,Anonymous,,,142.58.172.140,0,2018-01-17 14:16:13,2018-01-17 14:22:10,1,58481,1,61,1,6,6,5,3,5,2,2,4,2,6,4,4,2,2,6,3,2,5,1,5,6,3,2,2,4,2,4,2,5,2,5,6,6,3,2,5,3,2,2,2,4,2,2,5,4,3,5,4,5,5,1,2,4,4,4,6,3,5,4,5,7,6,5,5,5,3,6,2,3,5,5,5,6,5,4,5,4,2,4,5,2,5,4,3,5,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,1,2,4,2,4,7,3,7,2,5,2,19,South asian,Biology,15,3,2,3,1,1,49.264007568359,-122.93690490723,-1,
R_3HMl7lllJAkyWvH,Default Response Set,Anonymous,,,207.23.202.78,0,2018-01-17 15:27:01,2018-01-17 15:42:23,1,31220,1,50,1,6,6,4,2,6,4,5,4,4,5,4,3,4,3,6,5,5,5,4,4,5,3,4,5,5,5,3,3,3,3,4,5,4,4,2,5,5,4,5,3,1,5,6,4,6,7,5,5,2,5,1,4,4,4,4,7,5,5,6,5,5,5,5,4,4,3,4,4,6,6,5,4,3,5,5,5,2,4,4,4,2,5,4,3,4,3,4,3,4,4,4,4,4,4,3,3,2,2,5,4,5,3,5,2,5,4,2,5,1,1,1,18,filipino-chinese,Kinesiology,1,8,7,8,4,1,49.264007568359,-122.93690490723,-1,
R_1hTl1l75MJ6x9ZK,Default Response Set,Anonymous,,,174.7.49.126,0,2018-01-17 16:49:13,2018-01-17 17:13:08,1,34506,1,50,1,5,6,5,2,6,2,2,3,2,6,3,5,2,2,6,2,2,5,2,2,6,5,2,2,2,2,5,5,5,2,6,6,6,2,2,5,5,5,3,5,3,5,3,5,5,3,5,5,5,5,1,2,3,4,4,6,5,5,5,6,5,6,5,6,6,3,6,2,6,5,4,6,2,5,6,6,2,2,2,5,2,6,4,4,4,4,4,4,4,4,2,2,2,4,4,4,3,3,5,5,6,3,5,2,2,2,4,5,2,3,2,22,Caucasian,Criminology,12,2,2,2,4,1,49.276901245117,-122.97610473633,-1,
R_p5hD9cX3E7s2G1H,Default Response Set,Anonymous,,,206.87.96.139,0,2018-01-17 18:34:10,2018-01-17 18:58:22,1,66368,1,60,1,5,5,5,3,5,2,3,5,3,5,3,3,1,3,5,3,3,5,1,5,5,3,2,5,1,1,5,5,3,3,7,5,6,2,1,5,6,5,5,3,3,5,4,6,5,3,5,4,5,5,1,3,4,4,4,6,5,6,5,6,6,7,6,6,7,5,7,1,4,5,5,6,3,5,5,3,3,2,3,5,3,5,5,4,4,5,5,5,4,2,3,2,2,4,4,4,3,2,3,2,3,2,2,1,5,6,4,3,3,4,1,22,Chinese,Biology,5,2,2,2,1,1,49.278793334961,-123.11389923096,-1,
R_2VDeUt5ETaXHNJg,Default Response Set,Anonymous,,,23.16.205.236,0,2018-01-17 18:46:27,2018-01-17 19:17:16,1,47994,1,60,1,6,5,4,5,5,4,4,4,4,5,4,3,3,2,4,4,5,3,4,3,4,3,4,4,4,4,5,4,4,4,5,5,5,3,3,5,5,4,5,3,4,4,5,5,5,5,5,4,3,4,1,4,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,4,3,4,4,5,4,3,4,3,3,4,3,4,3,3,4,4,4,4,3,3,5,5,5,4,4,4,2,6,2,5,2,4,2,18,Chinese,Criminology,,8,8,8,4,1,49.280700683594,-123.03970336914,-1,
R_1jvuTf93zTqt3q9,Default Response Set,Anonymous,,,70.79.174.147,0,2018-01-17 19:34:25,2018-01-17 19:46:11,1,38928,1,50,1,6,5,5,4,5,5,4,4,3,5,3,3,3,5,5,4,2,3,3,2,5,2,2,5,3,6,3,5,5,4,3,4,4,4,3,3,6,4,3,3,2,5,4,2,3,5,5,2,2,5,1,3,4,4,3,7,7,5,5,6,4,3,4,6,2,4,4,3,2,5,5,5,5,2,3,2,2,2,5,5,2,4,4,2,3,3,4,5,3,4,5,5,5,5,3,3,3,3,6,5,5,3,5,5,4,5,4,6,3,4,4,18,Chinese Canadian,Business,8,5,4,4,2,1,49.217498779297,-123.03799438477,-1,
R_1QlNz7nYR2599kq,Default Response Set,Anonymous,,,206.116.64.112,0,2018-01-17 21:23:15,2018-01-17 21:47:37,1,60178,1,60,1,5,6,5,2,5,3,2,4,5,6,3,3,2,4,7,4,3,3,3,5,3,7,6,7,3,1,5,5,7,4,5,5,5,5,2,7,7,3,2,5,5,7,5,6,5,5,5,6,5,7,1,4,3,4,4,7,6,7,5,6,7,7,4,5,5,6,6,5,6,6,5,3,5,6,2,4,5,5,5,7,6,7,4,4,4,4,4,5,4,5,5,5,4,5,2,2,3,2,7,6,5,6,5,6,5,5,5,5,2,4,1,18,Filipino,Psychology,14,3,5,3,2,1,49.141006469727,-122.85690307617,-1,
R_3gSl2nUEZCZL8HU,Default Response Set,Anonymous,,,24.85.112.9,0,2018-01-18 10:02:21,2018-01-18 10:12:57,1,80873,1,35,1,5,6,5,3,5,2,2,6,2,6,4,4,2,2,3,5,5,4,3,2,5,2,2,2,2,2,6,5,5,2,6,6,6,2,2,5,3,4,2,2,5,2,2,3,5,3,6,6,6,5,1,2,4,2,4,6,4,4,5,4,3,5,5,5,5,3,5,4,5,3,6,6,5,4,2,5,2,3,4,4,2,6,4,5,4,4,3,4,4,2,2,2,2,4,4,3,4,3,5,3,2,2,2,2,4,4,4,4,4,4,2,19,Irish (European),Behavioural Neuroscience,,2,3,3,1,1,49.264007568359,-122.93690490723,-1,
R_2waF2wiTd2n9LoZ,Default Response Set,Anonymous,,,207.23.170.72,0,2018-01-18 10:31:27,2018-01-18 10:52:54,1,61875,1,61,1,5,5,3,2,5,3,3,5,3,5,5,2,2,3,5,3,5,5,3,5,5,2,2,5,5,2,6,5,3,2,6,6,6,5,1,5,5,5,5,3,2,6,4,5,6,3,6,6,2,5,1,2,2,4,5,7,5,5,5,4,3,6,6,5,4,4,6,4,3,2,6,6,5,3,5,5,2,2,5,3,1,5,3,5,4,2,3,4,4,3,3,3,2,4,4,4,3,3,5,5,5,3,5,2,3,7,6,7,4,2,2,18,Chinese,Business,8,2,1,3,1,1,49.264007568359,-122.93690490723,-1,
R_3pbduL5Pif6DyjU,Default Response Set,Anonymous,,,142.58.84.44,0,2018-01-18 11:57:41,2018-01-18 12:22:19,1,14210,1,70,1,4,4,7,2,5,3,2,5,4,5,2,4,2,4,5,5,6,2,3,2,4,3,3,5,4,4,4,5,4,6,7,6,3,4,2,6,7,2,7,2,4,7,6,7,5,5,5,5,5,6,1,3,4,3,5,7,6,5,6,6,4,7,4,2,6,5,7,3,4,5,5,5,6,7,6,6,4,4,6,6,3,4,5,5,5,5,4,5,4,4,4,4,4,5,3,2,2,2,5,6,7,6,4,4,4,7,7,2,5,4,1,22,Asian,Criminology,2,8,3,3,1,1,49.264007568359,-122.93690490723,-1,
R_2cvlTInSBhlkTeu,Default Response Set,Anonymous,,,207.23.166.6,0,2018-01-18 12:04:52,2018-01-18 12:27:13,1,78948,1,61,1,6,6,3,2,3,3,4,3,3,6,3,4,3,3,3,3,5,4,3,4,5,3,4,4,3,3,4,3,5,3,4,3,5,4,3,5,5,4,5,3,4,3,3,5,6,3,2,3,2,5,1,3,3,3,4,5,5,6,4,6,6,4,3,4,4,5,4,3,4,5,5,5,5,4,3,4,3,3,4,4,3,5,3,4,3,4,4,4,3,4,4,4,4,4,3,3,3,2,5,5,4,3,5,4,5,6,5,4,4,4,1,24,Chinese Canadian,Kinesiology,,3,8,8,,1,49.264007568359,-122.93690490723,-1,
R_4IyWrBnE9LszNHH,Default Response Set,Anonymous,,,174.7.163.35,0,2018-01-18 13:24:01,2018-01-18 13:30:35,1,54248,1,93,1,6,7,4,1,5,1,1,5,2,6,5,5,2,2,5,1,3,3,2,5,5,5,2,2,3,1,2,2,2,1,6,6,6,2,2,5,3,5,3,3,3,3,5,5,5,6,3,5,3,5,1,3,4,5,5,5,4,5,6,4,7,7,7,2,5,5,7,1,7,5,6,6,6,5,6,6,3,3,3,2,5,5,4,5,5,4,5,5,5,2,2,2,2,2,4,4,4,4,5,3,1,1,5,1,7,7,7,7,7,7,2,25,caucasian,CRIM,9,2,1,2,3,1,49.283294677734,-123.12979888916,-1,
